0.000362 16.945073
0.009913 16.937189
0.010589 16.953289
0.015549 16.983743
0.017387 16.959118
0.029063 16.970210
0.074313 17.015431
0.082700 17.032126
0.111152 17.054834
0.115998 17.057075
0.137120 17.068467
0.195835 17.087110
0.232672 17.093372
0.299162 17.109715
0.301495 17.120006
0.306639 17.116939
0.343484 17.095211
0.350043 17.096268
0.372661 17.109103
0.406687 17.162453
0.411130 17.161414
0.414313 17.172276
0.428159 17.183762
0.429089 17.182483
0.471547 17.246941
0.473459 17.245886
0.485045 17.232524
0.487085 17.241539
0.528193 17.073221
0.550553 16.869835
0.554898 16.811867
0.606567 16.420979
0.608511 16.402729
0.643425 16.375118
0.663530 16.413220
0.696818 16.519984
0.700380 16.502594
0.703530 16.514794
0.710086 16.528563
0.762721 16.630651
0.821923 16.719979
0.831590 16.727814
0.840429 16.752141
0.844154 16.756928
0.889084 16.804102
0.895867 16.818973
0.907539 16.837297
0.931073 16.859143
0.932704 16.857986
0.961937 16.884910
0.983944 16.918997
0.994475 16.940189
1.000362 16.945073
1.009913 16.937189
1.010589 16.953289
1.015549 16.983743
1.017387 16.959118
1.029063 16.970210
1.074313 17.015431
1.082700 17.032126
1.111152 17.054834
1.115998 17.057075
1.137120 17.068467
1.195835 17.087110
