4860671839583430912 -1.810000 -1.824937
4870497075488741888 -2.490000 -2.607920
1760981190300823808 -0.430000 -0.536188
3626569264033312896 -1.700000 -2.040663
6309626679485732608 -2.100000 -2.066230
6796320308904070016 -1.490000 -1.450792
5014374081858244608 -1.860000 -1.927354
6526559499016401408 -1.570000 -1.692161
6735230515154698880 -0.170000 -0.458022
5769986338215537280 -1.460000 -1.557352
2381771781829913984 -1.740000 -1.544266
5017575447402248448 -1.640000 -1.812762
3462535705561799552 -1.550000 -1.952995
2976126948438805760 -1.660000 -1.768505
5151789464548893184 -1.500000 -1.808694
6589892159047076096 -2.370000 -2.771352
1793460115244988800 -0.030000 -0.217435
2558296724402139392 -1.630000 -1.600259
5773390391856998656 -1.760000 -1.834644
5384505910934827392 -1.490000 -1.547364
6570585628216929408 -1.990000 -2.196415
3464231977125588736 -1.960000 -2.151152
3604450388616968576 -1.770000 -1.781678
6787617919184986496 -1.580000 -1.428293
3465394126556301056 -3.060000 -2.399408
4352084489819078784 0.110000 -0.234624
5510293236607430656 -0.730000 -0.665526
3479598373678136832 -1.470000 -1.461602
4454183799545435008 -2.360000 -2.300374
6378877082899249664 -0.160000 -0.417309
3464204523694392192 -0.770000 -0.941912
3460867849501581824 -1.630000 -1.725549
630421935431871232 -1.580000 -1.435954
3486473757325180032 -2.540000 -2.364412
6492356127518044800 -1.530000 -2.040582
2438710609949867776 -0.940000 -0.571058
6565527904791301504 -0.470000 -0.674105
5947570591534602240 -1.400000 -1.260702
5058670209887423616 -1.420000 -1.811489
4417888542753226112 -1.860000 -1.787729
3652665558338018048 -0.850000 -0.627715
5398731873409720448 -1.620000 -1.906162
4467433017738606080 -1.490000 -1.440870
6529664829085975808 -1.870000 -1.805977
6897755139944897024 -1.420000 -2.196994
4224859720193721856 -0.420000 -0.538788
