4860671839583430912 -1.810000 -1.826139
4870497075488741888 -2.490000 -2.610147
3626569264033312896 -1.700000 -2.041502
6309626679485732608 -2.100000 -2.070163
6796320308904070016 -1.490000 -1.449919
4709830423483623808 -1.900000 -1.934357
2373827054405627904 -1.530000 -1.517161
6735230515154698880 -0.170000 -0.456352
2608819623000543744 -2.310000 -1.953592
5769986338215537280 -1.460000 -1.557531
5026371849661393664 -1.560000 -1.904955
2381771781829913984 -1.740000 -1.543740
3462535705561799552 -1.550000 -1.954659
2976126948438805760 -1.660000 -1.768746
5151789464548893184 -1.500000 -1.810102
3546458301374134528 -0.540000 -0.651096
6589892159047076096 -2.370000 -2.775078
1793460115244988800 -0.030000 -0.215350
2558296724402139392 -1.630000 -1.600537
5773390391856998656 -1.760000 -1.836738
5384505910934827392 -1.490000 -1.548113
2336550174250087936 -1.450000 -1.587420
6570585628216929408 -1.990000 -2.197546
3464231977125588736 -1.960000 -2.153486
6836508627130440064 -2.440000 -2.255717
3604450388616968576 -1.770000 -1.781759
6787617919184986496 -1.580000 -1.427889
4352084489819078784 0.110000 -0.232844
4454183799545435008 -2.360000 -2.303405
6378877082899249664 -0.160000 -0.415227
3464204523694392192 -0.770000 -0.939176
3460867849501581824 -1.630000 -1.726604
6492356127518044800 -1.530000 -2.042334
5412243359495900928 -1.840000 -1.863099
5918501428232052992 -1.150000 -1.231255
4055098870077726976 -1.300000 -1.370433
6565527904791301504 -0.470000 -0.672407
5947570591534602240 -1.400000 -1.259297
4417888542753226112 -1.860000 -1.789438
3652665558338018048 -0.850000 -0.627610
6625215584995450624 -1.610000 -1.514335
5398731873409720448 -1.620000 -1.908239
4467433017738606080 -1.490000 -1.439652
6897755139944897024 -1.420000 -2.199746
4224859720193721856 -0.420000 -0.536524
