4860671839583430912 -1.810000 -1.762794
1760981190300823808 -0.430000 -0.526820
3626569264033312896 -1.700000 -1.845312
6309626679485732608 -2.100000 -2.124024
4709830423483623808 -1.900000 -1.833091
2373827054405627904 -1.530000 -1.499532
5014374081858244608 -1.860000 -1.866897
6526559499016401408 -1.570000 -1.668242
6735230515154698880 -0.170000 -0.314328
2608819623000543744 -2.310000 -2.008422
5769986338215537280 -1.460000 -1.537064
5026371849661393664 -1.560000 -1.689159
2381771781829913984 -1.740000 -1.695001
5017575447402248448 -1.640000 -1.549957
2976126948438805760 -1.660000 -1.704365
5151789464548893184 -1.500000 -1.648588
3546458301374134528 -0.540000 -0.611810
1793460115244988800 -0.030000 -0.056673
2558296724402139392 -1.630000 -1.495454
5384505910934827392 -1.490000 -1.467402
2336550174250087936 -1.450000 -1.549580
6570585628216929408 -1.990000 -2.126014
3464231977125588736 -1.960000 -1.910963
6836508627130440064 -2.440000 -2.439042
6787617919184986496 -1.580000 -1.376074
3465394126556301056 -3.060000 -2.719311
5510293236607430656 -0.730000 -0.687446
3479598373678136832 -1.470000 -1.370762
4454183799545435008 -2.360000 -2.292500
6378877082899249664 -0.160000 -0.246443
3464204523694392192 -0.770000 -0.908086
630421935431871232 -1.580000 -1.456673
3486473757325180032 -2.540000 -2.458777
6492356127518044800 -1.530000 -1.775521
5412243359495900928 -1.840000 -1.678359
5918501428232052992 -1.150000 -1.174611
2438710609949867776 -0.940000 -0.402044
4055098870077726976 -1.300000 -1.371301
5947570591534602240 -1.400000 -1.298789
5058670209887423616 -1.420000 -1.627135
4417888542753226112 -1.860000 -1.844943
3652665558338018048 -0.850000 -0.808689
6625215584995450624 -1.610000 -1.450520
4467433017738606080 -1.490000 -1.378610
6529664829085975808 -1.870000 -1.637306
4224859720193721856 -0.420000 -0.448197
