4870497075488741888 0 -2.490000 -2.669888
1760981190300823808 0 -0.430000 -0.381240
3626569264033312896 0 -1.700000 -2.018524
6796320308904070016 0 -1.490000 -1.448783
4709830423483623808 0 -1.900000 -1.780227
2373827054405627904 0 -1.530000 -1.518782
5014374081858244608 0 -1.860000 -1.835887
6526559499016401408 0 -1.570000 -1.607133
6735230515154698880 0 -0.170000 -0.250648
2608819623000543744 0 -2.310000 -1.836071
5769986338215537280 0 -1.460000 -1.481621
5026371849661393664 0 -1.560000 -1.837121
5017575447402248448 0 -1.640000 -1.691087
3462535705561799552 0 -1.550000 -1.724921
3546458301374134528 0 -0.540000 -0.635842
6589892159047076096 0 -2.370000 -2.401568
5773390391856998656 0 -1.760000 -1.738070
5384505910934827392 0 -1.490000 -1.356401
2336550174250087936 0 -1.450000 -1.482850
6570585628216929408 0 -1.990000 -2.168811
6836508627130440064 0 -2.440000 -2.361443
3604450388616968576 0 -1.770000 -1.664320
6787617919184986496 0 -1.580000 -1.293553
3465394126556301056 0 -3.060000 -2.684664
4352084489819078784 0 0.110000 0.098953
5510293236607430656 0 -0.730000 -0.598211
3479598373678136832 0 -1.470000 -1.384211
4454183799545435008 0 -2.360000 -2.108774
3464204523694392192 0 -0.770000 -0.964622
3460867849501581824 0 -1.630000 -1.578371
630421935431871232 0 -1.580000 -1.400812
3486473757325180032 0 -2.540000 -2.471065
5412243359495900928 0 -1.840000 -1.764255
5918501428232052992 0 -1.150000 -1.079255
2438710609949867776 0 -0.940000 -0.425786
4055098870077726976 0 -1.300000 -1.278642
6565527904791301504 0 -0.470000 -0.440889
5058670209887423616 0 -1.420000 -1.791352
4417888542753226112 0 -1.860000 -1.799833
3652665558338018048 0 -0.850000 -0.693605
6625215584995450624 0 -1.610000 -1.489185
5398731873409720448 0 -1.620000 -1.629385
4467433017738606080 0 -1.490000 -1.355276
6529664829085975808 0 -1.870000 -1.735424
6897755139944897024 0 -1.420000 -1.964091
4860671839583430912 1 -1.810000 -1.826139
4870497075488741888 1 -2.490000 -2.610147
3626569264033312896 1 -1.700000 -2.041502
6309626679485732608 1 -2.100000 -2.070163
6796320308904070016 1 -1.490000 -1.449919
4709830423483623808 1 -1.900000 -1.934357
2373827054405627904 1 -1.530000 -1.517161
6735230515154698880 1 -0.170000 -0.456352
2608819623000543744 1 -2.310000 -1.953592
5769986338215537280 1 -1.460000 -1.557531
5026371849661393664 1 -1.560000 -1.904955
2381771781829913984 1 -1.740000 -1.543740
3462535705561799552 1 -1.550000 -1.954659
2976126948438805760 1 -1.660000 -1.768746
5151789464548893184 1 -1.500000 -1.810102
3546458301374134528 1 -0.540000 -0.651096
6589892159047076096 1 -2.370000 -2.775078
1793460115244988800 1 -0.030000 -0.215350
2558296724402139392 1 -1.630000 -1.600537
5773390391856998656 1 -1.760000 -1.836738
5384505910934827392 1 -1.490000 -1.548113
2336550174250087936 1 -1.450000 -1.587420
6570585628216929408 1 -1.990000 -2.197546
3464231977125588736 1 -1.960000 -2.153486
6836508627130440064 1 -2.440000 -2.255717
3604450388616968576 1 -1.770000 -1.781759
6787617919184986496 1 -1.580000 -1.427889
4352084489819078784 1 0.110000 -0.232844
4454183799545435008 1 -2.360000 -2.303405
6378877082899249664 1 -0.160000 -0.415227
3464204523694392192 1 -0.770000 -0.939176
3460867849501581824 1 -1.630000 -1.726604
6492356127518044800 1 -1.530000 -2.042334
5412243359495900928 1 -1.840000 -1.863099
5918501428232052992 1 -1.150000 -1.231255
4055098870077726976 1 -1.300000 -1.370433
6565527904791301504 1 -0.470000 -0.672407
5947570591534602240 1 -1.400000 -1.259297
4417888542753226112 1 -1.860000 -1.789438
3652665558338018048 1 -0.850000 -0.627610
6625215584995450624 1 -1.610000 -1.514335
5398731873409720448 1 -1.620000 -1.908239
4467433017738606080 1 -1.490000 -1.439652
6897755139944897024 1 -1.420000 -2.199746
4224859720193721856 1 -0.420000 -0.536524
4860671839583430912 2 -1.810000 -1.824937
4870497075488741888 2 -2.490000 -2.607920
1760981190300823808 2 -0.430000 -0.536188
3626569264033312896 2 -1.700000 -2.040663
6309626679485732608 2 -2.100000 -2.066230
6796320308904070016 2 -1.490000 -1.450792
5014374081858244608 2 -1.860000 -1.927354
6526559499016401408 2 -1.570000 -1.692161
6735230515154698880 2 -0.170000 -0.458022
5769986338215537280 2 -1.460000 -1.557352
2381771781829913984 2 -1.740000 -1.544266
5017575447402248448 2 -1.640000 -1.812762
3462535705561799552 2 -1.550000 -1.952995
2976126948438805760 2 -1.660000 -1.768505
5151789464548893184 2 -1.500000 -1.808694
6589892159047076096 2 -2.370000 -2.771352
1793460115244988800 2 -0.030000 -0.217435
2558296724402139392 2 -1.630000 -1.600259
5773390391856998656 2 -1.760000 -1.834644
5384505910934827392 2 -1.490000 -1.547364
6570585628216929408 2 -1.990000 -2.196415
3464231977125588736 2 -1.960000 -2.151152
3604450388616968576 2 -1.770000 -1.781678
6787617919184986496 2 -1.580000 -1.428293
3465394126556301056 2 -3.060000 -2.399408
4352084489819078784 2 0.110000 -0.234624
5510293236607430656 2 -0.730000 -0.665526
3479598373678136832 2 -1.470000 -1.461602
4454183799545435008 2 -2.360000 -2.300374
6378877082899249664 2 -0.160000 -0.417309
3464204523694392192 2 -0.770000 -0.941912
3460867849501581824 2 -1.630000 -1.725549
630421935431871232 2 -1.580000 -1.435954
3486473757325180032 2 -2.540000 -2.364412
6492356127518044800 2 -1.530000 -2.040582
2438710609949867776 2 -0.940000 -0.571058
6565527904791301504 2 -0.470000 -0.674105
5947570591534602240 2 -1.400000 -1.260702
5058670209887423616 2 -1.420000 -1.811489
4417888542753226112 2 -1.860000 -1.787729
3652665558338018048 2 -0.850000 -0.627715
5398731873409720448 2 -1.620000 -1.906162
4467433017738606080 2 -1.490000 -1.440870
6529664829085975808 2 -1.870000 -1.805977
6897755139944897024 2 -1.420000 -2.196994
4224859720193721856 2 -0.420000 -0.538788
4860671839583430912 3 -1.810000 -1.774685
4870497075488741888 3 -2.490000 -2.581239
1760981190300823808 3 -0.430000 -0.490943
6309626679485732608 3 -2.100000 -2.035289
6796320308904070016 3 -1.490000 -1.423635
4709830423483623808 3 -1.900000 -1.874097
2373827054405627904 3 -1.530000 -1.499743
5014374081858244608 3 -1.860000 -1.878101
6526559499016401408 3 -1.570000 -1.665563
2608819623000543744 3 -2.310000 -1.897749
5026371849661393664 3 -1.560000 -1.861111
2381771781829913984 3 -1.740000 -1.534877
5017575447402248448 3 -1.640000 -1.753979
3462535705561799552 3 -1.550000 -1.881116
2976126948438805760 3 -1.660000 -1.735315
5151789464548893184 3 -1.500000 -1.756273
3546458301374134528 3 -0.540000 -0.611246
6589892159047076096 3 -2.370000 -2.679988
1793460115244988800 3 -0.030000 -0.111873
2558296724402139392 3 -1.630000 -1.561645
5773390391856998656 3 -1.760000 -1.788969
2336550174250087936 3 -1.450000 -1.548846
3464231977125588736 3 -1.960000 -2.087753
6836508627130440064 3 -2.440000 -2.204804
3604450388616968576 3 -1.770000 -1.728098
3465394126556301056 3 -3.060000 -2.369507
4352084489819078784 3 0.110000 -0.150304
5510293236607430656 3 -0.730000 -0.598201
3479598373678136832 3 -1.470000 -1.419214
6378877082899249664 3 -0.160000 -0.314443
3460867849501581824 3 -1.630000 -1.679705
630421935431871232 3 -1.580000 -1.402653
3486473757325180032 3 -2.540000 -2.325231
6492356127518044800 3 -1.530000 -1.982936
5412243359495900928 3 -1.840000 -1.817594
5918501428232052992 3 -1.150000 -1.211075
2438710609949867776 3 -0.940000 -0.517061
4055098870077726976 3 -1.300000 -1.327932
6565527904791301504 3 -0.470000 -0.612612
5947570591534602240 3 -1.400000 -1.226749
5058670209887423616 3 -1.420000 -1.794189
6625215584995450624 3 -1.610000 -1.481889
5398731873409720448 3 -1.620000 -1.832179
6529664829085975808 3 -1.870000 -1.770079
6897755139944897024 3 -1.420000 -2.158746
4224859720193721856 3 -0.420000 -0.457610
4860671839583430912 4 -1.810000 -1.762794
1760981190300823808 4 -0.430000 -0.526820
3626569264033312896 4 -1.700000 -1.845312
6309626679485732608 4 -2.100000 -2.124024
4709830423483623808 4 -1.900000 -1.833091
2373827054405627904 4 -1.530000 -1.499532
5014374081858244608 4 -1.860000 -1.866897
6526559499016401408 4 -1.570000 -1.668242
6735230515154698880 4 -0.170000 -0.314328
2608819623000543744 4 -2.310000 -2.008422
5769986338215537280 4 -1.460000 -1.537064
5026371849661393664 4 -1.560000 -1.689159
2381771781829913984 4 -1.740000 -1.695001
5017575447402248448 4 -1.640000 -1.549957
2976126948438805760 4 -1.660000 -1.704365
5151789464548893184 4 -1.500000 -1.648588
3546458301374134528 4 -0.540000 -0.611810
1793460115244988800 4 -0.030000 -0.056673
2558296724402139392 4 -1.630000 -1.495454
5384505910934827392 4 -1.490000 -1.467402
2336550174250087936 4 -1.450000 -1.549580
6570585628216929408 4 -1.990000 -2.126014
3464231977125588736 4 -1.960000 -1.910963
6836508627130440064 4 -2.440000 -2.439042
6787617919184986496 4 -1.580000 -1.376074
3465394126556301056 4 -3.060000 -2.719311
5510293236607430656 4 -0.730000 -0.687446
3479598373678136832 4 -1.470000 -1.370762
4454183799545435008 4 -2.360000 -2.292500
6378877082899249664 4 -0.160000 -0.246443
3464204523694392192 4 -0.770000 -0.908086
630421935431871232 4 -1.580000 -1.456673
3486473757325180032 4 -2.540000 -2.458777
6492356127518044800 4 -1.530000 -1.775521
5412243359495900928 4 -1.840000 -1.678359
5918501428232052992 4 -1.150000 -1.174611
2438710609949867776 4 -0.940000 -0.402044
4055098870077726976 4 -1.300000 -1.371301
5947570591534602240 4 -1.400000 -1.298789
5058670209887423616 4 -1.420000 -1.627135
4417888542753226112 4 -1.860000 -1.844943
3652665558338018048 4 -0.850000 -0.808689
6625215584995450624 4 -1.610000 -1.450520
4467433017738606080 4 -1.490000 -1.378610
6529664829085975808 4 -1.870000 -1.637306
4224859720193721856 4 -0.420000 -0.448197
