4870497075488741888 -2.490000 -2.541883
1760981190300823808 -0.430000 -0.498673
3626569264033312896 -1.700000 -2.036372
6796320308904070016 -1.490000 -1.419660
4709830423483623808 -1.900000 -1.899985
2373827054405627904 -1.530000 -1.617274
5014374081858244608 -1.860000 -1.913293
6526559499016401408 -1.570000 -1.692117
6735230515154698880 -0.170000 -0.413382
2608819623000543744 -2.310000 -1.989095
5769986338215537280 -1.460000 -1.534265
5026371849661393664 -1.560000 -1.865335
2381771781829913984 -1.740000 -1.640999
5017575447402248448 -1.640000 -1.758166
3462535705561799552 -1.550000 -1.892390
5151789464548893184 -1.500000 -1.776821
3546458301374134528 -0.540000 -0.631738
6589892159047076096 -2.370000 -2.711181
1793460115244988800 -0.030000 -0.111021
5773390391856998656 -1.760000 -1.759591
5384505910934827392 -1.490000 -1.569585
2336550174250087936 -1.450000 -1.581656
6570585628216929408 -1.990000 -2.181252
3464231977125588736 -1.960000 -2.103173
6836508627130440064 -2.440000 -2.287460
3604450388616968576 -1.770000 -1.774334
6787617919184986496 -1.580000 -1.440388
3465394126556301056 -3.060000 -2.567548
4352084489819078784 0.110000 -0.317317
5510293236607430656 -0.730000 -0.677968
3479598373678136832 -1.470000 -1.443539
4454183799545435008 -2.360000 -2.246206
6378877082899249664 -0.160000 -0.365613
3464204523694392192 -0.770000 -0.913784
3460867849501581824 -1.630000 -1.708688
630421935431871232 -1.580000 -1.411996
3486473757325180032 -2.540000 -2.377849
6492356127518044800 -1.530000 -2.024451
5412243359495900928 -1.840000 -1.699139
5918501428232052992 -1.150000 -1.287452
2438710609949867776 -0.940000 -0.557839
4055098870077726976 -1.300000 -1.338187
6565527904791301504 -0.470000 -0.728913
5058670209887423616 -1.420000 -1.742031
4417888542753226112 -1.860000 -1.973378
3652665558338018048 -0.850000 -0.488041
6625215584995450624 -1.610000 -1.502517
5398731873409720448 -1.620000 -1.778753
4467433017738606080 -1.490000 -1.536259
6529664829085975808 -1.870000 -1.825967
6897755139944897024 -1.420000 -2.225132
