source_id,epoch_g,pf,pf_error,phi31_g,phi31_g_error,phi21_g,phi21_g_error,A1,A1_error,A2,A2_error,A3,A3_error,FeH
323803013285079296,1699.3773632932853,0.6291878483131452,5.0371104E-6,2.275719,0.21175195,4.051397,0.106110506,0.32289723,0.022819687,0.14298436,0.016183056,0.11156609,0.015004081,-1.799
348184413049730048,1699.1440488814876,0.732857277159148,8.730012E-6,2.6816816,0.10246228,4.3307266,0.07693889,0.18583931,0.003999614,0.07623872,0.0049788128,0.043464065,0.004274342,-1.669
2509319597418099456,1701.1064394425928,0.6827916095119505,5.2204173E-6,3.1102777,0.30799842,4.4567385,0.16699451,0.09166374,0.0028457032,0.020581175,0.0020530478,0.006978574,0.0022855059,-1.433
3840309342310092928,1760.7144352041796,0.3794824797308094,9.439093E-7,1.6314268,0.12915827,4.2071223,0.054965317,0.30233443,0.0038470745,0.11053327,0.0045257015,0.03746818,0.0060851993,-2.2
746912679838396288,1753.1531204219,0.5263420905880122,5.592993E-6,1.7483369,0.1955528,3.7967951,0.10826627,0.36646336,0.018060565,0.165474,0.015149074,0.09926641,0.012186138,-2.06
771839811031270912,1751.2795018281531,0.5964249409229977,1.3281139E-5,1.8540769,0.15066558,3.825992,0.11227763,0.23328231,0.018033821,0.116230175,0.019852037,0.07813576,0.027127955,-1.828
3738610117378459904,1700.543400051516,0.6172306680178656,4.201462E-6,2.2929654,0.2752243,4.0708876,0.07009862,0.20361985,0.009956494,0.103468776,0.008151981,0.06782551,0.0059912684,-1.719
1313190584375958656,1719.9895052457614,0.5878024548199431,1.0529499E-5,2.1808105,0.4836784,3.9104042,0.22995502,0.25268698,0.027488416,0.1289139,0.043601014,0.09615805,0.039300565,-1.351
1741542030881121920,1812.913398334402,0.6506270347780156,1.9427882E-6,2.7477322,0.2625272,4.3008404,0.059671424,0.08852819,0.0012190965,0.021864023,0.0011161095,0.0038540536,0.0011530479,-1.502
2645162644122194432,1668.2014479852164,0.6427500292505638,3.682222E-6,3.0954616,0.29734057,4.2830477,0.08540858,0.09547537,0.002447825,0.021556964,0.0033676508,0.010325809,0.003129361,-1.524
240553494685732992,1703.8601165430084,0.5410943898076331,6.124841E-6,2.2936552,0.25829792,3.8532124,0.26279116,0.36730948,0.031034581,0.15657921,0.027996462,0.1502734,0.04484926,-1.15
682968523837145856,1719.2805836166735,0.4576016381605901,1.0720207E-6,1.8607678,0.68621755,3.6294758,0.8291142,0.3926794,0.13881494,0.21163736,0.10193491,0.138095,0.11225005,-1.916
3879174814904863488,1758.6054030872062,0.5380956596325123,3.3241924E-6,1.2143174,0.09981333,3.676387,0.06893764,0.3886622,0.01600758,0.16380961,0.019071179,0.15685879,0.022377748,-1.965
730936466649394304,1755.7669477756467,0.5222676224123252,2.128178E-6,1.5314766,0.14443181,3.9007642,0.058742367,0.38105035,0.011209831,0.16501571,0.009787157,0.10714734,0.009021579,-1.742
3808781434794653568,1762.5188890709685,0.6982919874563138,9.716699E-6,3.2248244,0.48465878,4.4413257,0.22917381,0.2121228,0.031667966,0.15146121,0.04022069,0.07709819,0.023888476,-1.75
1769487394506137856,1764.2133602184165,0.5600372683236163,1.9998512E-5,1.9065099,0.41746873,4.180075,0.24341601,0.28330708,0.022687957,0.13201268,0.02509616,0.050563462,0.02267325,-1.04
869311143173059456,1717.4092680321833,0.5231212809582154,5.346727E-6,2.6252227,0.4673115,4.333426,0.24177589,0.21602508,0.016455185,0.10998921,0.017952505,0.052587643,0.016408162,-0.688
3648155941461125760,1706.0600636613894,0.6016476961559829,2.4362555E-5,2.1542664,0.48870638,4.2359004,0.39125475,0.19500886,0.05510891,0.1339176,0.041392192,0.08662375,0.03584767,-1.675
896914447011316096,1714.4207500582431,0.5792736292298676,7.816864E-6,1.9501317,0.28622204,3.897946,0.1811618,0.3637422,0.0283729,0.15867159,0.027770046,0.13286775,0.030051667,-1.7
3826133514987430656,1761.031503961557,0.6494648549720309,3.1698785E-6,2.1277776,0.07390322,4.0727043,0.04639677,0.31015545,0.0047525773,0.16007452,0.005198022,0.09273204,0.005699433,-1.5
4545066299664306176,1717.3805476794623,0.5510179288316122,1.7164626E-5,2.1719186,0.23725095,4.2032256,0.079345874,0.3105189,0.021678464,0.12573715,0.018767495,0.081946924,0.02463829,-1.333
5763401599296742016,1759.409829393304,0.5941853554660323,3.7578432E-6,2.2810817,0.11221491,4.076567,0.04416871,0.2172353,0.009403673,0.10302194,0.007210361,0.05599901,0.0066252355,-1.45
136503307733082624,1704.1427461498902,0.7212074555477835,8.905265E-6,2.6780567,0.21146187,4.269725,0.12964882,0.2032392,0.009986355,0.091558024,0.014288639,0.05535279,0.0076192534,-1.579
1352524852649828608,1721.3544995347154,0.5444329207761611,9.089283E-6,2.4013166,0.30209926,3.959976,0.29413593,0.21808666,0.016624896,0.07690346,0.01989217,0.07194523,0.023119569,-1.47
319057830337353984,1699.521160726465,0.6174193584285911,7.3524816E-6,2.3929727,0.15704334,4.107892,0.10351251,0.17292392,0.008421253,0.07597299,0.0063853776,0.04406083,0.005786173,-1.367
2665861397191921280,1670.316812780868,0.5581297313533718,6.977243E-6,1.9604353,0.18320887,3.8150322,0.083428465,0.2706699,0.018726824,0.1423721,0.01708543,0.1246314,0.030990535,-1.885
3712894881162319232,1698.5225668836872,0.7703228786440988,7.5235557E-6,2.2739832,0.10332996,4.0897646,0.052524526,0.18910053,0.0036021313,0.08142737,0.0037710555,0.050383996,0.0042821215,-2.574
3265696078778979840,1708.9483955795447,0.6236589571609628,5.1195425E-6,2.0195909,0.08552339,4.0679245,0.110626996,0.28130773,0.0071618827,0.13801013,0.008154154,0.08128407,0.009328169,-2.035
3797093488752974080,1669.6311001544764,0.708392270643922,1.3603421E-5,2.6765852,0.19874333,4.2908854,0.132621,0.23093295,0.011078677,0.1274957,0.015042314,0.08177397,0.02170115,-1.533
3696873553637310336,1684.3437265799955,0.5621665244143129,1.37855495E-5,2.550735,0.5832437,4.2879405,0.301143,0.24304521,0.025272708,0.16192211,0.04038944,0.1416149,0.033694677,-1.492
3998854937600903680,1755.918674497732,0.5894651865960039,3.3392603E-6,2.1856492,0.19568323,4.0618877,0.07551371,0.23056048,0.013534401,0.11628031,0.017449107,0.086147115,0.019169938,-1.45
3973629117203288832,1760.4991040957627,0.627727939232944,1.8273206E-5,2.0112762,0.38763833,3.754924,0.22744961,0.2733456,0.04820065,0.11662985,0.037193265,0.08315598,0.050316796,-2.383
777128427600786176,1752.0252715953948,0.5626300284495488,6.418732E-6,2.1367602,0.78165334,4.026559,0.24504949,0.29462323,0.040068306,0.16189691,0.044521935,0.12345998,0.037111714,-1.489
3658081786976176256,1701.178410664409,0.5072254593927669,2.4676142E-6,1.9527286,0.13737555,3.9303205,0.07285691,0.38016322,0.022378735,0.17913243,0.016266258,0.12025019,0.015437912,-1.083
3827707087925345280,1760.7729221380234,0.5048283311424386,8.5570855E-6,2.1927211,0.68628705,3.8028314,0.24480966,0.344358,0.056601632,0.21317078,0.054981507,0.16055256,0.04294622,-1.299
3793584122514601472,1671.68969490491,0.6761867086983787,6.243376E-6,0.932625,0.38700548,3.7374172,0.257032,0.3603219,0.03834069,0.092685595,0.03729707,0.097680956,0.030580088,-2.567
3686823806904763136,1698.4718398881091,0.5057995676537035,6.19934E-6,2.1807327,0.19120021,3.924118,0.11517531,0.3168146,0.012015883,0.12768266,0.010800202,0.06394793,0.010676392,-1.651
3839480791579388416,1760.446862278421,0.4929278983349695,8.711475E-6,1.7878809,0.20146564,3.8874073,0.08659541,0.398279,0.01437412,0.17383927,0.01648146,0.12359986,0.0143259335,-1.42
4417321087378777216,1709.7832992790457,0.5839000016064644,2.57319E-6,1.9560589,0.33400407,3.9081745,0.36663008,0.24365288,0.018260313,0.11941702,0.021866579,0.10461708,0.023829883,-1.626
3798892113681379840,1672.5473266410609,0.49980908214582,6.9508646E-6,1.4505904,0.34627917,4.0589876,0.15216179,0.32215053,0.044222556,0.15418978,0.03223618,0.21550679,0.038011592,-1.937
629319017894535168,1756.31461173119,0.5567184688539029,4.525872E-6,2.2756743,0.30663294,3.949242,0.317485,0.30238476,0.017041173,0.15474856,0.025783475,0.10762986,0.025834389,-1.412
589531441592231680,1758.232954907543,0.4670371028775096,3.982672E-6,1.5936297,0.1507496,3.8152149,0.06895713,0.40144765,0.015722614,0.1795985,0.012637407,0.121776074,0.014501956,-1.81
3858555535909971456,1761.6673600201275,0.5455025243187441,1.6083768E-6,2.5697472,1.0826759,4.2555237,0.30101174,0.39439616,0.028890489,0.21541208,0.1073071,0.14880678,0.073378384,-1.432
687176865936311040,1723.6666767515344,0.4957157346735072,8.65245E-6,1.0601213,0.171694,3.8643918,0.12929995,0.36715704,0.020880416,0.21236363,0.016323792,0.12063448,0.019784074,-1.584
3651860544027855232,1707.610701153012,0.5407853416603261,2.6391917E-6,1.7565054,0.21753353,3.848802,0.07846617,0.3889361,0.029505106,0.13896011,0.018182905,0.06540739,0.023804855,-1.534
3848641888102314368,1759.9184465598153,0.5728068713834931,4.7478675E-6,2.172867,0.37931758,4.237127,0.17734474,0.24903812,0.026175337,0.1155072,0.021801205,0.08742987,0.026116138,-1.453
3790530160249194240,1670.6726717491838,0.5656480230724675,5.9778786E-6,1.5239742,0.44177592,3.737647,0.24102986,0.30003402,0.03692632,0.1395808,0.04203038,0.18726385,0.04952383,-1.636
3829785405419865856,1762.0090888135412,0.5139441904953432,1.4324341E-5,2.4338622,0.45945582,4.1366806,0.3226611,0.299733,0.0354661,0.15013254,0.03222073,0.08795954,0.033733696,-1.333
3565102445167144960,1671.9633168855307,0.7520061332227296,4.6953846E-6,2.8677492,0.16198789,4.325207,0.06125849,0.17003171,0.006008019,0.07465793,0.004550465,0.041676134,0.0040698494,-1.941
