0.011551 11.455213
0.021019 11.458116
0.025114 11.475608
0.029735 11.473840
0.043587 11.481355
0.050176 11.488498
0.174639 11.538761
0.189105 11.545958
0.197804 11.554069
0.203820 11.564643
0.208760 11.568405
0.211653 11.566302
0.216620 11.569873
0.218314 11.567593
0.232992 11.574135
0.270041 11.570584
0.274433 11.580512
0.316135 11.600895
0.328433 11.609659
0.331335 11.605842
0.347568 11.627866
0.411535 11.736752
0.425102 11.755408
0.484187 11.668748
0.496468 11.618891
0.502961 11.544837
0.515640 11.488014
0.658991 10.873575
0.671017 10.878811
0.808770 11.188121
0.827569 11.209397
0.828559 11.195180
0.920021 11.337282
0.929115 11.353035
0.969112 11.423407
0.996590 11.432915
1.011551 11.455213
1.021019 11.458116
1.025114 11.475608
1.029735 11.473840
1.043587 11.481355
1.050176 11.488498
1.174639 11.538761
1.189105 11.545958
1.197804 11.554069
