0.019557 16.406035
0.088802 16.488436
0.090764 16.521982
0.159551 16.587422
0.240996 16.621430
0.241875 16.667792
0.287745 16.675932
0.312598 16.708849
0.351966 16.607505
0.405552 16.673377
0.419197 16.580379
0.421177 16.694783
0.425296 16.746533
0.440864 16.625360
0.558911 16.165787
0.574251 16.123083
0.634599 16.034247
0.682122 16.042465
0.700039 16.122660
0.711961 16.132045
0.835169 16.301500
0.853086 16.303462
0.937748 16.254954
1.019557 16.406035
1.088802 16.488436
1.090764 16.521982
1.159551 16.587422
