,time,fase,mag,flux,flux_error
0,1695.4583442594196,0.6439999999998602,15.366866566249378,13433.838418485073,37.34235077714802
1,1695.5323749920426,0.7537444100270161,15.453392579341566,12404.79852786253,18.807960283983988
2,1777.2282027777192,0.8610211362783815,15.365327498327256,13452.894843786235,40.131410843615
3,1777.302185728653,0.97069471392156,14.673212944603804,25448.46366889022,20.871180363618524
4,1777.4783798078815,0.23188779671436066,15.045115438450532,18067.604340169724,19.417061041373383
5,1777.552389729365,0.3416013559561861,15.139031539339163,16570.443455261604,20.538214777057053
6,1782.731741942324,0.01956066818863178,14.714586913860302,24496.948054578275,44.518445833609334
7,1782.805752175875,0.1292746900448094,14.90828862390442,20494.21543813587,22.72636866677844
8,1782.9819188995054,0.39042722043626554,15.19136627232427,15790.658376895854,29.02494084312949
9,1783.0559303964721,0.5001431152012401,15.29236991076723,14387.945447882028,27.72657538076004
10,1823.4440239736189,0.3721360659944537,15.170619646290572,16095.293047473264,25.5658392644402
11,1853.9312500492415,0.5669155918537001,15.304433361016091,14228.967991563051,24.979360856515175
12,1854.0052623111922,0.6766326206438009,15.376660931674625,13313.19748104106,29.355417076358137
13,1875.4349399342707,0.44434914175053564,15.255059399989673,14890.969936417281,13.70359789946355
14,1875.5089229773585,0.5540228560041669,15.303353788924552,14243.12321287043,18.87630399987559
15,1875.6851208080807,0.815221500074756,15.49670939105936,11919.635923411155,28.185412817580023
16,1999.6809626809586,0.6287544750840084,15.344444644635667,13714.149800102761,50.2743156260384
17,1999.7549564498734,0.7384440894849718,15.443141099079362,12522.47885967407,64.40488921468285
18,2033.7319835634996,0.10656369261022292,14.876186358365409,21109.220843197472,30.00327787416265
19,2053.6575158917217,0.6445097909413562,15.362706567441187,13485.40891015537,27.35648379314812
20,2053.7315387239373,0.7542424892710642,15.465817493595525,12263.650055444943,23.673612954294423
21,2150.091133056584,0.59933473422916,15.320208854942512,14023.71912398516,11.352762534075545
22,2150.2673007566787,0.860488712147685,15.35891365594996,13532.601228352814,28.1240988630096
23,2163.022255832937,0.7686498253905256,15.478898819295065,12116.779901543681,23.96586596532352
24,2163.0962187329133,0.8782936791551492,15.222530705247053,15343.854257225998,32.92334977202201
25,2199.066339191845,0.2010085639931276,15.01772574709645,18529.190569581984,23.94580815988201
26,2234.975826411306,0.43383970922729986,15.242430883534585,15065.182372097735,17.4661575609883
27,2235.049866438541,0.5435978977441209,15.301257308981265,14270.65224778936,22.551006884297397
28,2249.8070368867993,0.41987693934083836,15.226353185763742,15289.929133103391,22.84395478249023
29,2249.9831748455495,0.6809868281874287,15.387200563556327,13184.586729658417,24.813924905589456
30,2250.233383298813,0.05190007075987069,14.780367401332185,23056.840023500357,30.0205000950208
31,2322.743693462376,0.5424101311108416,15.301739050374707,14264.32176076364,22.869874338465323
32,2322.8176979820405,0.6521156826048582,15.364549597887436,13462.536930523203,30.063895896460167
33,2322.993820496332,0.9132026763246586,14.940946934052741,19886.940446579712,31.349320192833286
34,2323.0678239368235,0.022906628034775167,14.734354921788134,24054.96770112937,31.53945902910025
35,2323.244000120393,0.2840731820001565,15.090450405597078,17328.723998064474,30.446432454081954
36,2323.318002463846,0.39377550744131895,15.197686170190408,15699.010457222646,24.540007522969653
37,2336.073684180949,0.30301380536116085,15.104172611000983,17111.091057603313,19.161211433621244
38,2336.2498290664776,0.5641339625814226,15.301975641488216,14261.21378289505,29.34146363898576
39,2336.3238553501938,0.6738717774738916,15.385146404173458,13209.554929729604,18.73751014370096
40,2336.499979198585,0.9349607488860556,14.81495032257008,22334.005450745677,27.629826586405354
41,2413.6963355959647,0.37214499533661183,15.178986823546255,15971.732115025696,17.67852627046264
42,2413.770337210949,0.4818462408838968,15.288485240641137,14439.516474151791,40.46431692952102
43,2428.4496145299113,0.24265519030541327,15.068905003778825,17676.030623910512,70.19200861437172
44,2428.523637914152,0.35238870696639424,15.145797864687413,16467.497301529907,188.08050492724465
45,2524.3096146717926,0.3471405578768554,15.151409568903441,16382.60345819172,41.05954161175749
46,2524.3836406928503,0.45687798340009067,15.272595900218198,14652.38720144795,17.181290030141753
47,2574.791358221965,0.18213092964060706,14.996843612203236,18889.01458495549,15.519018207378927
48,2574.865371340726,0.29184922858121354,15.09885617094001,17195.08307762179,17.782889912467166
49,2697.3481658138753,0.8624151500023345,15.330594556548744,13890.21359837077,19.829700100035236
50,2697.422168078646,0.9721173588036436,14.6642758897175,25658.802914117594,65.18947264506814
