# id  period
1531012530853677952 0.54902369
1589977346585245056 0.65631116
1013692481781238784 0.45745366
1601294241811866240 0.58435453
1048297617401010688 0.58862175
 784629025343470720 0.59091406
1581128854960930560 0.58025686
1582948993381586560 0.59627218
1065681068034602112 0.46986459
1015642431293727488 0.58305349
1016919479689947008 0.60250695
1580506634458411136 0.61858960
1553645359234433024 0.56202655
 824295419144173952 0.54907432
 825998837533547264 0.58774361
 825497735109597056 0.53506781
1544865617151308672 0.47017466
1058912474454034560 0.46273033
1059744598597646976 0.45758113
1512185249652379392 0.57143026
4415013732163213056 0.74286787
 635304797851431424 0.55594588
3812655151698493568 0.63251723
3798974237751712256 0.64584834
3796661032789738240 0.52438508
4018695968521795200 0.61676637
1579190896998225920 0.51324561
3688390031154287360 0.45680936
1663532647257282176 0.63006378
1505063712839463168 0.68870093
 632530794438571008 0.45501505
3944840295015620096 0.66674705
3722598380514921344 0.47137188
3863758729875450624 0.45570055
 804188959250536960 0.71808285
3795296680595186432 0.63049496
 657677110698192384 0.57192412
 657925978283612416 0.62144301
4466255853102378752 0.67821738
 839368005575354240 0.65895041
 773980323947809024 0.56956753
1395400175430908928 0.62456705
1556299889541731712 0.65245007
3682043993636579712 0.52228551
3602458593239798528 0.53981516
1015351954065302016 0.50145442
 913106443652917504 0.72175657
 706499996817231872 0.64939907
 660209595214858368 0.53061812
 713078993361448704 0.61601859
 817359012601321472 0.58562780
 699138629030122880 0.50234643
 644916208810347136 0.53871939
 801001681194443136 0.58963154
1046279635606572800 0.69784207
1046417830474160768 0.61221065
 744128819476073344 0.50104409
1045699299625577472 0.56289892
 851446175164687744 0.60063439
3861510091157167872 0.59215220
3781993105294063104 0.61995295
 806073556536029952 0.62253083
 748920358006583296 0.60612744
 727369479129926656 0.60078779
 736787964453532288 0.80432163
3989905806304109952 0.62350438
 832831408946733952 0.63318571
3968410010383892864 0.62531939
3810443896376214272 0.58214022
3589673334592264064 0.48883894
3813895778771753472 0.58075146
3910837176372087168 0.61745868
3916509281982042624 0.56473994
3899088035636281472 0.60710595
4027468903080643840 0.67963516
 841806413126727424 0.60786242
3892908780288168576 0.61884026
4012943254966342400 0.59381703
1572446904990201728 0.45385751
1541375221784616960 0.73352882
3706896667276496128 0.59131477
1534440395789336704 0.73647917
1534208914231969536 0.62279805
1520939767390027776 0.65547956
1569634869642458112 0.52752490
1576302170714121088 0.53099541
1527821060913672576 0.68983933
3941213109235068928 0.64226474
3692569584089297536 0.58981485
1474015909651951744 0.52031703
3936774724391121280 0.55423238
1566835856634396928 0.53781630
3718101000000329472 0.60390888
1552437099034888704 0.48900416
1475412392498476928 0.53766673
1498913766347349120 0.68842617
1296468764863594240 0.66729985
3651271033996833920 0.53501361
1294945666381185792 0.46436960
1288239126489900928 0.58235383
1155374072667838080 0.53690276
1212145122185127040 0.50845068
1215328826822598784 0.55417038
1589395739292801024 0.64734899
1278880014793048576 0.52814737
1207992850882594560 0.64650440
1220940459297407232 0.52677153
4427220475895776256 0.59927905
4428085718531642880 0.58168875
1216204793995295104 0.57442377
4422581327100436992 0.71151491
1373009239607944832 0.86063215
4426793212552412288 0.70601377
4425239121585458944 0.55647185
1204623912896198656 0.47196453
4424981286107814400 0.54193450
4426629350958512128 0.47354822
4426666253317530112 0.58553662
1383232533081677056 0.68955826
4456414880435961728 0.63289537
4450063792037290752 0.81686124
1321815050504833792 0.61765601
4437678686904297344 0.46293374
1199020423684197376 0.65729765
1380689946802352256 0.56652117
1425270779621041408 0.81411429
1298126278643050624 0.60229043
1301247276758720000 0.70421009
1300357084657241088 0.53844369
4565345524624212864 0.60972977
4564664823847668992 0.54943824
 841503875630530560 0.68646051
 864342278327329152 0.51753791
3693456134059296640 0.41613709
1660993359512718080 0.63985481
1615388056734651264 0.48314004
4454328728921355392 0.44013674
 841819298028588416 0.53352128
1284889837975272064 0.56436311
1279487318872809216 0.55105080
1240106871111082752 0.45463582
 696699087606422144 0.59994924
 696913316278537600 0.66496802
 634268710005596416 0.52758468
4451268135226875392 0.60965218
1165508443140102784 0.56016625
3930038497683965312 0.46991498
3930463355848781952 0.58394863
4430275533376329216 0.53129678
4430321098690102912 0.58553961
3955324241466499072 0.59003219
3955761915813116800 0.61969101
1493432116767737216 0.51253930
1493499839812007040 0.65184652
1480652905435076480 0.74719592
 753572941459591424 0.61059031
1377454393318861824 0.52466511
1315746021198353408 0.62696403
1316923598150768640 0.58724423
 813047071595026432 0.72261617
1330949101617006208 0.50204502
4032748345600253824 0.80860382
1305272142150939392 0.57869024
1470133946411842176 0.72220588
3710124386739103872 0.56545520
1265310838715065088 0.59471026
1309195813818240640 0.58695985
 685465033707458176 0.58925090
 686566984876635648 0.57226717
1462183854571060608 0.48207710
1166450690244886528 0.67483003
3921891563198626176 0.58279109
1391656029100605056 0.58265741
1391950492058399488 0.58096729
1393364910688739200 0.58732880
 603823714068589440 0.53918750
1532419076805906816 0.52749156
1274392358084656256 0.52667998
 691674628704562944 0.64444407
4574366089818046464 0.58296129
4456722331374849920 0.61150302
4456515039074017024 0.61726452
4009676296682624768 0.57069140
3741551761955220480 0.55441587
3741275539722260096 0.60990368
3736959308044410368 0.50232515
3736472774148891648 0.52697081
4006070413939469824 0.60152565
1334599720740513024 0.72742556
3734740905896257024 0.64088479
3734023337120307328 0.61257875
3705011554589969792 0.62041484
1314060160634591488 0.49593152
1314865686044626688 0.46430137
1313544901997725824 0.55416467
3974155061718218112 0.63915562
 699047743225863680 0.57204874
1184031365777370112 0.63142934
 647127674586003584 0.50869630
1448004277741421824 0.58515108
1215634727277778048 0.64369170
3932255284923880576 0.51277312
 721399204006041984 0.50002616
1339334943659897344 0.62717212
 808591674384301312 0.47830383
4014319633070683776 0.62688442
4013560390226919424 0.52714678
3929194790012505472 0.56987812
3908238583719801088 0.60360142
 747271326787477760 0.53269652
1269016330339587456 0.55295095
3713054512211657728 0.51988960
1208395684455287680 0.58579255
1458709470844031232 0.55922289
1459066056208131072 0.60312159
4465462521102411520 0.65055700
1513570977899460352 0.69585643
1515138572243173248 0.60157144
1388055265958821248 0.53014566
 744774164082548224 0.56774129
 806206872321130880 0.62978676
 808063397703629184 0.59016149
 583387263241743744 0.55260016
 584876654820789504 0.58019525
1351107483377452288 0.69592719
1482413154831729920 0.56917699
1538170179748902656 0.52252468
1470709265871210112 0.62366042
1471878287249220352 0.52760873
1470908861590954880 0.50695202
1200618220237788672 0.56690428
1201281122669949312 0.46659527
1200982330385261568 0.50011338
 701380258361372672 0.52011261
1378254769064642176 0.60633203
1379490379616035200 0.47255097
1210418717130574592 0.53074711
4562950513421514752 0.56443420
1385755018913829376 0.60743629
1475662015997888768 0.51863902
4572341785831930752 0.55604851
1372308610182026496 0.48872294
1373239518573555712 0.52817404
3704049584995478656 0.70877396
1390924647709675136 0.61047578
1391438531957057152 0.52725859
1203792097991227392 0.65315655
1203239455958130688 0.55882332
 694774456924573952 0.74901235
1286213619914007808 0.56799466
1286414830543641088 0.57670485
1438041882055858176 0.53686643
 828629693980693248 0.56266340
 929863859854122112 0.49215954
 839222011046728064 0.50450586
1398020998834658304 0.67432087
1423388072117389184 0.46761529
1573678392372360576 0.67813352
 852361209357251200 0.61786826
 930281468113785984 0.62969292
1576667650955315456 0.60646724
1576712288551499520 0.65980229
1051463214456622464 0.59153537
1605550863640066304 0.55480539
1399666452345333504 0.57796749
1593176959781266688 0.46396281
 829698728523895168 0.62829534
 853655094024940288 0.57753003
1011184182225504384 0.54934546
1563847899426765952 0.45036577
 821670781809971200 0.59956790
1548151511948988032 0.63195754
1503935098513146240 0.59169674
1027210251394566784 0.65164059
 789241476626692096 0.52379052
1543823799823771520 0.55505629
1420394509976448000 0.52712941
1612429889420063872 0.54467255
1677475863446964736 0.65094455
 936666744453038592 0.45831491
1013918122184032000 0.54726656
1038690733336406912 0.53506951
1402289161239059584 0.68444499
1589432706075593600 0.51775277
1545147062064160768 0.64869356
1512802006955592832 0.58063191
3795728135829088768 0.65829688
3676124566629858560 0.61442557
3676521937004164608 0.49008635
3591327201943294464 0.51793593
3565101414374993280 0.63354083
3892189179991389440 0.61890699
 930033459522197888 0.62151804
 584201215379490176 0.70693532
 814997055466896000 0.63092311
 797896076242545536 0.52035681
 824752644182885504 0.61065002
 833396729723399808 0.47525767
3818727200367235328 0.63208869
 786686692642260736 0.55691523
3941099825177958784 0.62836063
1557115555370606720 0.53016394
3938593969458313216 0.81767864
1250965918528521856 0.62997816
1244104867187784320 0.57905478
1254029879478456704 0.66017009
1224034347575844096 0.54102431
4423649227773105024 0.78700476
1223767097530749312 0.53104392
4425107592507039232 0.59758142
1201178833728810624 0.70442732
4572484649326565376 0.68745572
1494265718380083712 0.76592419
3844648122567789952 0.64158135
1443813046791006080 0.73084582
3732262572327157248 0.63679291
1321021581066943872 0.73088730
3849924159178034944 0.61151876
 838550896636167296 0.60202144
1397737561056686080 0.52816524
 841203468437919872 0.53495862
 854898847834477056 0.66365198
1541072134533908992 0.63649230
 784425340814348160 0.48694624
1081619829109244032 0.52135388
3693851167971369600 0.62670203
3681638376924932864 0.56648736
 929331485771814400 0.54680705
 679848144197306624 0.53001383
 916155350741746176 0.54093523
 911155768290783232 0.56069541
 708162458397980288 0.53675894
 913462582341271040 0.63159957
1029167725689524864 0.57679108
 719526357748159360 0.55074896
 912890664496728704 0.79218152
 689645956735910784 0.57515421
 689845900349479808 0.61157858
1017537267785524992 0.61569629
1010155795255890432 0.53000294
 584923972475912704 0.46913301
 636872662777627648 0.57051112
 797526743414637056 0.56112802
 798924630714437888 0.59000555
 619162519751422336 0.57556285
 799297949271287168 0.65937475
 824371246791344256 0.54880529
3848284482398765824 0.63320548
 793522283410237184 0.64526035
 643872398613307648 0.57894118
 795479860784150528 0.64693830
 802810648404085632 0.51493270
 740725830988164864 0.61074167
 809019285625348480 0.62116666
 834383541407917824 0.69210609
 805850046439044864 0.61437500
 833209915825908992 0.55810966
 734826435709203712 0.59589764
 762957135763399040 0.61444737
 839325090261748224 0.53734032
3977848183836969728 0.50752392
3593267157066904960 0.55711148
3800143774526808064 0.60715227
3797373245742493184 0.52049849
 784400120766328832 0.61090068
4003873619771087616 0.52627454
3893146618397536256 0.57971926
3601122239935174400 0.55986556
3892033427297406208 0.52856001
3919034168700788864 0.55134455
4006788012779762176 0.63536889
3918892782673132544 0.53952497
3950989790534652672 0.52515279
3920712886733897984 0.54907752
3902075335713476224 0.54297042
3945841469072629632 0.61494858
1535258393785510400 0.53293435
3706842030996254208 0.58990047
4015784564810889216 0.69408227
3949324614534373504 0.52943110
3932186870389540736 0.59622346
1534554195242787456 0.58512284
1540782344499687936 0.58425754
3707580048112676608 0.62779952
3935944249514199296 0.58186269
3928425823363347968 0.51960023
3955465219472902784 0.49435086
1521796115149478784 0.59236698
3690049400359203840 0.57107529
1517051310158580096 0.52282056
1516625863582921600 0.61633070
1467469589218960384 0.57072970
3941658170926054912 0.46390552
3941747128288704768 0.54190018
1523981909906335744 0.47959807
3939858682708171776 0.50654022
1524544756780910848 0.55666337
3717309965807919744 0.60294446
3939310881103504128 0.55980280
1449474741399973632 0.62513128
1475314192366392064 0.59883608
1476671676909477760 0.66886322
3636936009414975744 0.57762316
3742304961779519360 0.58849226
1503936404183206912 0.72063425
1500690061742103168 0.72035160
1444184990958808832 0.52269195
1251935893942612736 0.65784149
1503034323612048896 0.56960034
3724149993285209856 0.67762375
1607915157237788544 0.58255204
1606995896796706176 0.56738694
1286675414798601984 0.55889973
1275668100813954560 0.53498478
1291540203992185344 0.61426998
1292472830370502272 0.57110904
1214478625160740096 0.59131105
4428370049661990656 0.67350960
1375709983761568256 0.65908043
4423769727371409280 0.57493486
1396404270065043840 0.64401754
1224574517022791552 0.50222878
1384219344767684480 0.46593322
1223450472541278336 0.57217492
1193390408754968832 0.52604376
1383517684550224384 0.47224852
4449926176987913344 0.55387009
4425893262283627264 0.47675574
4457676260791476352 0.53797251
1383422714233536000 0.49270475
1200077565457414912 0.73760202
1323969539243103104 0.51240969
4457188558665336704 0.56249138
4456495247864690816 0.55029563
1378771058493720320 0.53257065
1317669994747654912 0.53242105
1385492098195798400 0.46196722
4438156802663173504 0.62050006
1423201017701436544 0.51297824
4437920338945055744 0.48951706
1325214603018948096 0.56861370
1299130545075970176 0.57602421
1325749962102186880 0.51246382
1298101299113229824 0.57005326
4465990866502358784 0.45866265
4461116495236817792 0.58791884
1324822386605440128 0.63610670
1355750824060585088 0.52879892
1355785664835468928 0.46571004
4566471527610474624 0.56972057
1299895182397669504 0.51186330
4566477265686965504 0.60133160
4559867688975938944 0.51791479
1313330561653634944 0.48699575
1309911527168495872 0.49464042
4599397945195522816 0.51430420
 690072910844561664 0.60917133
1529970262549197312 0.65178004
1585338472666848512 0.58749001
1595678859834540416 0.53095732
1313407978440369280 0.58775780
4561635291357499648 0.49861702
1660732843976672896 0.52659946
3927501851343651072 0.62102930
1031936987458571136 0.58939178
 736086995725788800 0.56611887
 846273900669074816 0.56342578
 770105507532272000 0.52673553
1506649174246461440 0.60067748
 845152158290404096 0.59443190
  63201135252058368 0.56856253
 604767752175631744 0.55799658
3698088617065361792 0.52248978
 145436015076362624 0.43519569
3407338675658659072 0.46336320
  40148533946799488 0.61822526
 686327256981818752 0.59744381
2433890999513706880 0.56114110
3406613582100606464 0.42765574
 603398516602484480 0.49645545
2577579375214836736 0.55697803
  61530255535167872 0.58118965
 675563381744088576 0.57183787
 675574960975858944 0.55790658
3683409136105977344 0.51319598
2437205515970613504 0.71413098
3303225709169790848 0.56128597
3303340578072257792 0.60399752
3304859342930794880 0.53058131
3794039453472320256 0.62803112
3695430783927285760 0.57044422
  38605953492524672 0.64413707
3075045401087186048 0.53704901
 612591803903942016 0.67386446
3706519844025669888 0.64505149
2802569587748136576 0.52507105
1239603363504114560 0.61708632
3956737216986200448 0.54164023
1258317631228962816 0.60091787
1378274663353222912 0.60742783
 657203427346091648 0.66093727
 609962257422780288 0.52464490
3079814330909986560 0.56151013
 844866903743018496 0.58945936
 786705418699669632 0.68113593
1462990385006034944 0.73695879
1279159050227582208 0.46672848
1424482154906384640 0.60230661
1303492513862128640 0.73667178
4490885841278442752 0.77774286
 578526532789233152 0.48048431
3697671279389796352 0.46666609
4415977591544125440 0.36462137
5764606462177981568 0.61261132
 368336773262512640 0.65530374
 311840640307201280 0.50388047
 303241359867267584 0.45678594
 106337278511338880 0.55820891
 169838266908419712 0.56878812
 975908314449180672 0.61939684
 919702035951302656 0.55494449
3079121123188535168 0.46940892
 690888512251408512 0.51015231
 702294777158642688 0.52173565
 798822827106143232 0.52614784
3821109605841933440 0.56402589
3824276233689651840 0.58764859
3972402234025292032 0.50247024
3945610468551775616 0.59828505
1455873383677767040 0.52338082
1257428955251308032 0.55339637
1507677973533087744 0.45879774
1290710175792391296 0.55599721
1197500245782607488 0.57361256
1191345695083956608 0.57125547
1381834504046491776 0.60897828
4439020022368995072 0.63781434
1355794701446514944 0.65353093
1426385924930131712 0.62958216
1354588296672698368 0.68229540
1432486084160819712 0.57196305
4571979531110558976 0.68353074
1418837846324865664 0.47705893
4574002151468939264 0.52973929
4555002212591497728 0.57527243
4603827332085948032 0.62467132
1730985830196212096 0.59544542
2732532930441921152 0.52565810
1921524735659618816 0.60307122
 169659115231463296 0.42698419
4571132529200188288 0.80594558
 841002807565897088 0.59298860
 670532875528604288 0.54090565
 172314229650814208 0.47988224
 923975936431477632 0.63530821
3950073386248202880 0.60092491
 369287232346295296 0.57890737
3067026220409673216 0.54158241
4435727053763756288 0.60430394
2108738924120624640 0.63495523
4552426606597830144 0.63094666
 972437259319856384 0.56437732
 377004021562940928 0.48541685
4475456360246369792 0.55364942
 599099323058438016 0.55249872
4383725410809996544 0.43807150
2770371454881560320 0.55379470
 644849280334780928 0.60795899
 803149748959744000 0.75117903
 368702468253868672 0.59693338
3922877687689736576 0.64338200
 652841252402785920 0.61643153
4434565316650180096 0.46483652
 582943919537481344 0.58663693
4449145837265847040 0.58593341
 365923486973846400 0.59617751
3169060315347913984 0.52099439
3091647584287333888 0.56141880
2818675543310377856 0.71660427
2707719495623353216 0.64650473
2827206172994041600 0.52757997
 373700435798463360 0.55093095
 872641215999936768 0.63657538
2860918848769135104 0.49063923
2877713167329075328 0.66616460
2761681636529462144 0.49377803
4490337459853237760 0.50620059
2853997113834428928 0.45095959
1730643744641402880 0.67373234
1730368724998872320 0.54974182
1729649717410165120 0.70459591
1507811014439954944 0.47207316
1628747982005703296 0.53183949
2426546197415834496 0.52359022
2666553745919648384 0.54850492
2470173616216090240 0.59252489
3362670191147451008 0.58786532
 671551538692639872 0.68982648
 675237754503574784 0.65368571
 670801774841145600 0.62529495
 669367839880113920 0.51674363
 655680775540592896 0.55630804
2798293518308402176 0.77693568
2562699031520888832 0.77925076
   4235220006525184 0.46641585
3251423563153021184 0.64033173
 878478252649667840 0.45288009
