0.022769 12.141462
0.030010 12.129166
0.033366 12.171867
0.033716 12.149126
0.164840 12.198085
0.218799 12.206388
0.233782 12.214838
0.293634 12.219310
0.300779 12.227326
0.331636 12.220418
0.356953 12.320997
0.369734 12.258957
0.381390 12.306501
0.406250 12.330869
0.429586 12.279701
0.433292 12.322179
0.540528 11.918076
0.542207 11.402201
0.542367 11.397210
0.595582 11.509025
0.599369 11.409802
0.599739 11.512112
0.678352 11.698490
0.684591 11.669010
0.704955 11.712893
0.731422 11.784379
0.735391 11.730183
0.820541 11.899624
0.879240 12.027243
0.886838 12.015030
1.022769 12.141462
1.030010 12.129166
1.033366 12.171867
1.033716 12.149126
1.164840 12.198085
