0.009491 11.441414
0.053642 11.470190
0.053980 11.479418
0.066199 11.454773
0.102578 11.513097
0.128078 11.531651
0.136462 11.531940
0.160462 11.565936
0.181453 11.583581
0.222276 11.616441
0.244649 11.592399
0.246870 11.602970
0.251759 11.615074
0.260937 11.607769
0.307614 11.615284
0.348713 11.673894
0.352775 11.674623
0.358871 11.680118
0.359872 11.658244
0.376125 11.710165
0.424422 11.779760
0.474108 11.766223
0.490417 11.763607
0.499655 11.720332
0.506615 11.674978
0.512265 11.631996
0.522510 11.530199
0.524191 11.553680
0.581898 10.876844
0.614902 10.733861
0.623033 10.742166
0.637785 10.772018
0.639437 10.768376
0.641357 10.780484
0.642156 10.777270
0.709179 10.942465
0.756584 11.042386
0.790698 11.109979
0.824391 11.185896
0.824407 11.176957
0.905969 11.322510
0.938764 11.350236
0.987394 11.426065
1.009491 11.441414
1.053642 11.470190
1.053980 11.479418
1.066199 11.454773
1.102578 11.513097
1.128078 11.531651
1.136462 11.531940
1.160462 11.565936
1.181453 11.583581
