0.020448 12.659172
0.080445 12.698565
0.101545 12.696599
0.130742 12.727033
0.131580 12.724309
0.155514 12.804089
0.236561 12.827234
0.279805 12.788074
0.314574 12.812462
0.383389 12.791650
0.414820 12.795108
0.449614 12.821331
0.452122 12.829273
0.458444 12.820620
0.518443 12.693806
0.593482 12.313075
0.609526 12.383038
0.635547 12.119567
0.636617 12.202091
0.714946 12.066026
0.744540 12.305251
0.770533 12.348024
0.771614 12.223615
0.795085 12.263171
0.855253 12.431292
0.869878 12.468212
0.945405 12.538667
0.990218 12.587637
1.020448 12.659172
1.080445 12.698565
1.101545 12.696599
1.130742 12.727033
1.131580 12.724309
1.155514 12.804089
