0.043851 18.536190
0.063073 18.569377
0.068066 18.594288
0.128544 18.616841
0.151904 18.683266
0.158048 18.707596
0.160140 18.687250
0.204183 18.660145
0.209228 18.677454
0.255528 18.678090
0.293060 18.663326
0.299157 18.694779
0.305965 18.678783
0.326532 18.698758
0.341889 18.704104
0.395040 18.722905
0.396692 18.677940
0.447120 18.734130
0.488488 18.835677
0.496112 18.792248
0.515264 18.817863
0.600191 17.986643
0.607027 17.828776
0.629583 17.824551
0.656362 17.692198
0.674765 17.781017
0.731017 17.922362
0.741357 18.071614
0.748179 17.990415
0.815917 18.168383
0.827339 18.169008
0.830073 18.256134
0.873151 18.313845
0.902691 18.331517
0.923334 18.432826
0.968486 18.430210
1.043851 18.536190
1.063073 18.569377
1.068066 18.594288
1.128544 18.616841
1.151904 18.683266
1.158048 18.707596
1.160140 18.687250
